Value setting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Strike Price  K;100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Discount rate r;0,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dividend q ;0,02;;;;;;;;Delta;;;;;;;;;;;;;;;;Theta ;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gamma;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;0,9;1;2;3;4;5;;;;;;;;;;;;;;;;
;;;60;8,13795E-16;6,9495E-09;1,3E-06;1,70228E-05;7,76142E-05;0,00020971;0,000421214;0,000703953;0,001041817;0,001417056;0,005011074;0,006898463;0,00767542;0,007911287;;;;;;;;;;;;;;;;
;;;65;9,09074E-12;6,98666E-07;2,71855E-05;0,000162354;0,000462164;0,000912199;0,001464049;0,002067918;0,002685059;0,003289183;0,00726198;0,008544453;0,008788969;0,008642219;;;;;;;;;;;;;;;;
;;;70;1,22005E-08;2,44368E-05;0,000281909;0,000916715;0,001812037;0,002804531;0,003783533;0,004691414;0,00550458;0,006218107;0,009532893;0,00993239;0,009614071;0,009114957;;;;;;;;;;;;;;;;
;;;75;2,89935E-06;0,00036081;0,001648597;0,003373841;0,005051126;0,006495846;0,007677354;0,008620289;0,009363174;0,009943558;0,011546212;0,010965934;0,010134159;0,009344759;;;;;;;;;;;;;;;;
;;;80;0,000164812;0,002612787;0,006006938;0,008720065;0,010624221;0,011909324;0,012759995;0,013310715;0,013653544;0,013850909;0,013088498;0,011605588;0,010363225;0,009361096;;;;;;;;;;;;;;;;
;;;85;0,002840132;0,010442948;0,014751249;0,016785089;0,01767006;0,017968812;0,017958177;0,017780656;0,017513105;0,017198602;0,01404241;0,011859453;0,010335114;0,009200273;;;;;;;;;;;;;;;;
;;;90;0,017927716;0,025316382;0,025993892;0,025217275;0,024124134;0,023015789;0,021977481;0,021029081;0,020169308;0,019390333;0,01438709;0,011769077;0,010094067;0,008900114;;;;;;;;;;;;;;;;
;;;95;0,048302986;0,040174498;0,034576955;0,030711207;0,027865089;0,025663028;0,02389529;0,022435925;0,021204526;0,020147165;0,01417789;0,011395089;0,009687458;0,008496503;;;;;;;;;;;;;;;;
;;;100;0,062944414;0,044413942;0,036186853;0,03127221;0,02791134;0,025425365;0,023489346;0,021925629;0,020627801;0,01952771;0,013517848;0,010805209;0,009160835;0,00802142;;;;;;;;;;;;;;;;
;;;105;0,04397865;0,036009605;0,030831025;0,027312709;0,024742771;0,022763679;0,021179859;0,019875216;0,018776194;0,017833715;0,012530243;0,010065583;0,008554954;0,007502052;;;;;;;;;;;;;;;;
